text,Label
Euro năm nay chất lượng giải đấu tồi thật. Vòng bảng xem trận nào cũng thấy đá như đá vào mắt người xem,2.0
A7 suốt ngày đòi pen thế,2.0
Hay lắm BDN ơi,1.0
"BLV đỉnh nhất, cháy và cảm xúc nhất Tv360. Mấy ông BLV khác rõ chán",1.0
coi 2light mấy qủa tạt cánh đánh đầu khó chịu thật sự.,2.0
Mấy khứa serbia muốn bị loại hay sao dứt điểm nhẹ v,2.0
Thay kante ra cái là đá đần,2.0
blv nhạt nhẽo quá ko vui tai,2.0
May ko thức xem,0.0
trận này xứng đáng để coi,1.0
Theo lịch sử uro thì anh đã có dấu hiệu của nhà vô địch,1.0
Bồ vô địch 99% nếu Pháp Và Anh đá như này,0.0
Tuyển anh thiếu tiền vệ mà ông thầy cho trent lên đá tiền vệ là quá sai lầm r,2.0
Romania pricing qa hay ,1.0
Năm nay đúng nhiều pha phản lưới nhà thật,0.0
" siêu tiền đạo Lê Quan cũng giống Há Đần, cầu thủ lớn của những trận cầu nhỏ.",1.0
Mới xong trận có liền thế,0.0
Nghe cứ tưởng Musiala làm cú đúp cơ,1.0
Ai bắt a thì lỏ luôn cơ hội dị mà k dô đc bàn thua 2,2.0
Blv chán quá,2.0
16tuổi 338 ngày là bao nhiêu tuổi ,0.0
Thủ môn nào cũng đẳng cấp mà Costa xuất thần quá!,1.0
Múa quá rồi,0.0
"Trọng tài đang tham khảo VAr, và VAR đang tham khảo kèo",0.0
Tây mua nhà chứ tây bán nhà gì nữa,2.0
"Sai lầm lớn nhất của Spaletti là ko gọi Veratti. Mất Tonali vì cá độ đã đành. Verrat mới 32 tuổi, thu hồi bóng hay. Tuyến giữa sẽ không lép vế trc Tây Ban Nha.",0.0
Cỗ xe tăng ,1.0
Má nó đánh đầu phản lưới như kiễu cung thành đối thủ vậy.,1.0
Tây Ban Nha vượt qua vòng bảng từ trận trước rồi cơ mà :))),0.0
2 Chiếc Giày Vàng,0.0
Nhà cái sờ tay vào à ;)),0.0
"hom qua minh bat duoc keo tri so 11 gan 100 cu , cam on SVN",0.0
Thầy ông nội cùi bắp,0.0
Đức Không Yếu Căn Bản Thuỵ Sĩ Chơi Quá Chắc Và Mạch lạc Trận Này Tạm chấp nhận được,2.0
Trận này hay thật sự,1.0
Mới dô nghe blv tưởng Anh Độ ,0.0
Tbn đá như này thì chắc chắn vào chơi chung kết,1.0
trận đấu đá chán thật nhưng ít ra thì còn hay hơn ANH,1.0
Messi: 789 bàn sau 1000 trận,1.0
"De Bruyne chỉ ước rằng Haaland nhập tịch Bỉ mà thôi, để đá thay cho anh Ku ",1.0
Nó dien thoi,0.0
Lukachim đá như bán độ ,2.0
Mặc dù ích kỷ nhưng t vẫn muốn a7 trên sân không muốn anh giải nghệ đâu:((,0.0
Năm nay chắc ck  đức vs tbn,1.0
Fan cr7 năm 2004,0.0
EURO kỳ này.. Toàn làm cho khán giả.. Cổ động viên.. Ngập tràn cảm xúc ..phút bù giờ.. Bóng đá  đúng thật là Vua thể thao ,1.0
Tí nữa bay cái nhà ,0.0
Qua trận này vs trận của Anh thì thật sự rice ko có tuổi với tiền vệ hay nhất hiện tại,2.0
có mỗi 3-1 mà mưa bàn thắng gì,0.0
Ô thế quả penanty cuối là như nào vậy,0.0
Griezman thì vẫn gỗ. Depay thì bỏ mẹ cái khăn ra đi đá như cc. Var + antony taylor thì tranh cãi là chuyện bt,2.0
"Nói chung ở cái đất Việt Nam! Này trừ mấy thằng tuyển thủ ra. Còn lại tụi thách đấu nó ỉa lên đầu.  Không hiểu tụi thách đấu hay tụi mõm Việt Nam nó cố chấp vì điểu gì nữa . Mn cứ nói nó chơi game bằng kỹ năng nhưng  cái top mạnh nhất là cái top 2 người, nó là người kêu gọi rừng cực tốt , dịch chuyển hay nhất Việt Nam, hack farm hay nhất Việt Nam và tư duy đó thể hiện qua quả cầu sấm vào 2 con lính thấp máu đó. Thân!",0.0
Xin tên anh BLV. Quá cháy!!! Có cảm giác BLV bắt tài ,1.0
Trận này tỷ số dự đoán 3_1 chuẩn cửa,0.0
"nghe Quang Huy bình buồn ngủ luôn, không có tí lôi cuốn nào",0.0
Thg Serbia bị loại rồi... Dzui quá...,0.0
siuuuuuuuuuuuu <3,1.0
"phản xạ thủ môn pha cuối khét thê, trái đó vô nữa coi thêm 30p nưa mới sướng",1.0
T chỉ để ý con bé cầm bóng thôi ,0.0
Bình luận kìa,0.0
"Tuyển Pháp thì có Dembele chơi dưới trung bình, Hà Lan thì có bố Depay. Hai bố đá còn tệ hơn cả bán độ ấy coi trông buồn cười vãi ",2.0
Var lại theo nhà cái nên nó sẽ soi Bỉ bằng mọi giá. Xem vui thôi đừng cá cược xong lại nhảy cầu,0.0
trận này lukaku đá quá hay,1.0
Tính ra Hà Lan vừa rồi xếp thứ 3 có khi lại ngon hơn về nhất bảng nhỉ,1.0
Bạn bóng tổ chức nó làm hết rồi như 1 bộ phim. Bây giờ bóng đá kinh doanh những cầu thủ là diễn viên và fifa là đạo diễn người chơi là khán giả .,0.0
Mình xem đc gần 20p sau ngủ luôn. Đá quá chán,2.0
Italy đá kiểu gì v trời,2.0
"Cứ đến mùa wc , euro lại phải nghe mấy ông vtv bình luận , nhà đài nên thêm tùy chọn tắt tiếng bình luận. Chỉ nghe tiếng sân để người xem không bị tra tấn",0.0
Trận này trọng tài bắt pháp à Việt vị nha  ,0.0
Pha phản lưới nhà đẹp nhất euro 2024,2.0
"Tuyển Anh sao chép cách của MU  , coi ức chế bỏ.mẹ",2.0
hungary mai tùa r,2.0
"Hạnh phúc nhất của tôi được xem A7 đá là vui lắm rồi, cho dù anh ghi bàn hay không ghi bàn đi nữa ",1.0
Phải nói là trận đấu này ko may mắn cho Séc chứ họ đã trên cơ hoàn toàn,1.0
Anh 7 Tao 1 đời Liêm khiết không cần ghi bàn thắng mà chuyền cho Bru nổ,1.0
Trận này quá hay 2 đội tuyển công liên tục xem rất sướng ,1.0
Dembele đá lóng ngóng phế vãi,2.0
BỒ với CR7 đá như này thì WC 2026 nằm trong tầm tay,1.0
để tựa đề ko hay lắm ad ạ em thấy nhưng người xem lại HIGHLIGHTS mà ko bt kết quả trc thì hay hợn ạ,0.0
coi bóng đá giờ chán hơn lúc xưa,2.0
Những trận bóng. Chỉ mang tính chất minh họa. Khi mà. Chỉ mới những phút đầu của trận đấu đã có bàn thắng. Nhưng suốt thời gian còn lại thì chỉ làm cho mấy anh tài. Ra đảo ở ,2.0
mấy cty cá độ nó xõ mũi hết,0.0
Trận này tỷ số dự đoán 3_1 chuẩn cửa,0.0
Trận này 7 rất được lòng NHM,1.0
Anh bảy của tao vô địch. Siuuuu,1.0
Chước đây tao đa cho Hungary thì mạnh đấy giờ tạo nghỉ rồi thì yếu hẳn đi rồi,2.0
M3p trận sau đeo mặt nạ là chuẩn ninja rùa biết đâu phong độ lại lên như Gvardiol wc2022 ,1.0
14:26 quả này thấy ngã hơi điêu nhỉ hay chỉ mỗi mình thấy vậy?,2.0
"Câu nói "" Đời cha ăn mặn đời con khát nước "" có lẽ đúng với cha con nhà Schmeichel",0.0
Bọn anti sẽ bảo a7 ko dám sút ,0.0
qua hay,1.0
Ủa Alo 2:19 “ bằng khả năng ĐÁNH HƠI bàn thắng của mình Thì Harry Kane đã cho thấy một sự THÍNH NHẬY …) Anh BLV đang ví như thần thánh nào vậy ạ ,0.0
Quả bóng cười … Lukachim,2.0
"toàn siêu phẩm và ông blv cũng siêu phẩm luôn, xem đã thật",1.0
Ronaldo,1.0
Ngựa ô năm nay xuất hiện,1.0
"Bình luận lửa thật, coi hấp dẫn theo luôn.",1.0
Cọp giấy,0.0
Đội có 2 ku mà doku đá khéo quá phải chi lukaku múa được 1 góc của doku,1.0
"Euro năm nay rất nhiều bàn thắng ở phút bù giờ đầy nghiệt ngã , Croatia xách va li ở giây bù giờ cuối cùng đầy tiếc nuối",0.0
  toàn là sao. Nhưng là  sao cô đơn ,0.0
Bruno ít kỉ,2.0
TBN ép như bố đá với con vậy ,1.0
BỊP,2.0
Khán giả mua vé vào xem thất vọng nhiều ,2.0
Ronaldo đá bày vài trăm cái nhà kk,2.0
Trận đấu hấp dẫn nhưng ông blv nói ch trên mây,2.0
Chia điểm đúng rồi. 2 trận sau nhà cái mới gài kèo được chứ. Chuẩn bị bán nhà nào anh em.,0.0
Alaba chân thương hả ae,0.0
Phí mất 1 bộ phim trưởng hay,0.0
Pháp cao to mà k biết tạt cánh đánh đầu đá chán vkl,2.0
chả khác bùi gì bố đá với con..đá ý như con,2.0
Wirt xứng đáng  có QBV kaka ,1.0
Cầu diễn hay thế,1.0
Lakachim. Từ hồi ở mu giờ bạn vẫn vậy.,2.0
Kait gỗ thật,2.0
"mấy thg fan nửa mùa cứ râu con, ricon cãi nhau chí chóe, chán phèo. Hãy tận hưởng thời khắc chúng ta còn thấy Ro Si trên sân đi vì họ cũng sắp giải nghệ rùi. Hãy hạnh phúc khi chúng ta dc sống trong kỷ nguyên của 2 con người vĩ đại của tg bóng đá",2.0
Đội tuyển anh buộc phải thắng ở trận cuối hòa hay thua là loại chắc ,0.0
Lại là a Lukaku báo quá báo rồi ,2.0
mé nó bịp!!!,2.0
Đánh tx trên wep còn tin là bịp tới đá banh trước mắt vậy mà bịp vcl,2.0
Thủ môn siêu vô địch,1.0
phong long hơn cả kane,0.0
Thích đội tuyển đan mạch vì có hojlund và Erik sen,1.0
"Làm highlights chán thật, mặc dù đã xem full match, tình huống thẻ đó rồi có pen không chiếu cho khán giả xem, chả hiểu gì cả. Mất đi luôn tình huống tạo nên cảm xúc lúc đó",2.0
Lukaku Không Mang Giầy Là Không Liệt Vị Rồi ,0.0
"Blv trận này xứng đáng 10đ , xem trận này nổi da gà liên tục",1.0
Thủ môn áo vàng 3 sọc đỏ auto thua,2.0
Cầu thủ quốc gia này có bộ răng đẹp quá. Giống như vậy,1.0
trận đấu hay,1.0
"a da đen là có thật, tội cho ku trận nào cũng đen:V",0.0
Siuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu,1.0
Blv k+ khác bọt hẳn,1.0
Liu men bl à?,0.0
Lạy Spaletti :)) đừng cho Damiarn đá nữa :)) thà dùng 2 canh Dimarco với dilorenzo cho rôi,0.0
Pháp đá cầu may là chính. Nếu không may thì trận áo với trận bỉ này đã thua rồi. ,2.0
Trận này hay thật,1.0
Bịp dmm,2.0
Nhánh đấu của đội tuyển anh đến giờ này là rất thuận lợi để tiến vào trận chung kết euro năm nay và trở thành nhà vô địch,1.0
"lại xếp foden cánh trái, vkl",2.0
Hình như Truram không hay bằng bố cuả anh ta,0.0
Sao để Fan Italy bl trận này v  :))),0.0
Có khả năng mua ,2.0
Bịppppp,2.0
"hiểu sao ô nhõi đan mạch tạch từ vòng bảng WC r, ghi bàn xong toàn bỏ lỡ cơ hội thủ thì mỗi cái bài phạt góc của slovenia ko hoá giải nổi",2.0
"Blv như này là hay hơn mấy ông cũ rồi, có cảm xúc là ok rồi",1.0
"A7 thật tuyệt vời, hãy so sánh ngừng tận hưởng đi",1.0
Griezman phế vkđ,2.0
"Chân gỗ làm đội trưởng , ông này cháu thái giám nên dc rất nhiều ưu ái ",0.0
Vẫn còn được xem cr7 ít nhất 1 trận đấu nữa,0.0
"Càng ngày càng thích Cristiano Ronaldo và Lionel Messi. Mặc dù hâm mộ những người đá tiền vệ và trung vệ như Zidane, Lampard, Terry",1.0
"Húp đk kèo dưới thì ngon r , chấp 1-1.5 thì chịu , nhất ý nhì anh tam bỉ tứ pháp , cứ nhớ thế mà tránh ",0.0
"cr7 quá vô duyên trong trận này, tội ảnh",2.0
"Bịp vl, 1.0 đênw hết trận",2.0
Kancute vẫn đẳng cấp ,1.0
Xem bóng đá thôi đừng nhắc tới ct nữa mấy cha,0.0
A.Robben phân thân ra Malen với Gakpo trong trận này. Coi đã mắt thiệt,1.0
"Sao lại có cặp đôi blv ăn ý quá trời quá đất như vậy,tuyệt vời!",1.0
Kinh điển thế trận 1 chìu hả,0.0
Nhớ ngày xưa được nghe giọng Quang Huy đọc bl nghe sướng tai  một giọng đọc truyền cảm hứng em Rất thích giọng đọc của BTV Quang Huy) ️,1.0
Thủ môn thổ nhĩ kì bán độ,2.0
Hay quá Jude Bellingham và harry kane,1.0
"Làm kèo, pháp đá ít nhất phải 2-0, pháp ko giám suốt vào khung thành, nhà cái ăn nhẹ nhàn nữa tiền mà ăn cả thế giới.",2.0
đội tuyển Anh mà đã như c,2.0
"Chúc mừng đội tuyển, quân đội và nhân dân Ukraina sẽ giành chiến thắng.",1.0
Trọng tài nhìn hao hao như Ronaldo z ,0.0
giải đấu lớn như này mà bình luận chả có hồn tý nào,2.0
"trận đấu thủ tục thôi, quan trọng vô vòng trong gặp đội nào. tính toán hết rồi. ai kinh nghiệm coi lâu năm là hiểu!",0.0
Arnol mà đá cái j,2.0
Đếu hiểu những ngày Cửa Nam nó đi xem các trận đấu NHA đá nhằm mục đích gì. Vì chẳng có vẹo gì ấn tượng,2.0
Blv nghiệp dư vđ,2.0
"Slovenia phòng thủ quá chắc,rất nhiều cơ hội nhưng đều lỡ,tuy vậy trận này tôi thấy vẫn rất hay",1.0
bình luận nghe chán tht,2.0
Romania trận này đá trên cơ và hay quá ,1.0
pháp vô địch,1.0
Trận đấu bịp dã man. Sau trận này các cậu có 1 cục mà tôi cũng có một tí. Vậy nhé! ,1.0
Phát xít ý vô địch haha,1.0
Cho anh em cần,0.0
Gundogan chắc cũng nên tính là hàng MC chứ nhỉ? Đệ ruột của Pep mà :))),0.0
Phải công nhận xem euro hấp dẫn hơn những giải đấu khác vì cái đội đá không chênh lệch,1.0
Trận thắng này làm cho. U đọng viên tình thần cho người dân và người lính cầu cho u đc hòa bình,0.0
"Giroud đâu mà để thằng phế vật chân trái đá cắm thế, chuyền chọt chạy chỗ chán, làm tường cũng không luôn",2.0
Lần cuối đc xem cr7 đá cho đội quốc gia . Vì a sẽ hết thời jui 2 năm nữa a ko đủ đá world cup nữa,1.0
CR7 MÃI ĐỈNH,1.0
Ý toàn thắng cách biệt 1 bàn cho đến khi vô địch luôn,1.0
A hải thanh bl hay vãi thề,1.0
"nhà đài để tiếng sân vđ nhỏ quá, xem ko có chút không khí nào",2.0
Vậy nếu pha bóng của số 5 bên bồ Đào Nha sút vào phút thứ 53 thành bàn thì tính sao hả mọi người ? vì quả penalty của Guzia lại diễn ra sau đó ?,0.0
"Buồn a ku, 2 pha ngon ăn thì kevin k nhìn thấy anh đâu",0.0
"bình luận buồn ngủ quá anh ơi . Khi nào có bàn thắng, anh hô to và dài hơi hơn, cảm hứng hơn tí nhé .",2.0
Quá hay,1.0
Làm hightlight k biết chọn lọc làm dài ngoằng đ hiểu sao hl gì đến 20p,2.0
Blv :(( làm tụt cảm xúc quá,2.0
Blv chả biêt daubuoi gì,2.0
Đá như gà mà vẫn xếp hạng 3 nhỉ,2.0
Messi : 6 chiếc giày vàng,1.0
Pháp có 3 điểm ae ở ngoài thì bay xe,0.0
Nhận định tây ban nha sẽ vô địch euro. Thắng anh ở chung kết ,1.0
Euro lỏ ,2.0
2 pha dứt điểm 2 thành bàn,1.0
cr7 có vẻ thích tức giận và gào thét,2.0
sợ quá nghe như bò giống,2.0
Người đầu tiên ư,0.0
Quả pen hơi nặng tay thì phải.xem kỹ thì tác động k quá đáng kể.,0.0
Đá vậy mà xếp ứng cử viên,2.0
Trận này gôn hay 10đ,1.0
Lakaka ko bao h làm chúng ta thất vọng,1.0
nhìn moric tội thật,0.0
Mướn người bình lụaan hay gì nà blv dở ẹc nhiều thằng khen thế nhở. Bình luận k bằng 1 gốc mấy trang cá cược nữa,1.0
"Cặp bài trùng BLV, nổ thấy ớn",1.0
"Pháp t tưởng thế nào, hóa ra cũng phải chật vật lắm mới lấy đc 1đ",1.0
"Ko phải fan anh 7 nhưng cứ theo anh là trận nào cũng lụm tiền về túi. Anh uy tín nhất giải. Anh, Pháp, Croatia nó bịp kinh khủng ",0.0
ronanldo: chuyền đi đừng sút,0.0
doi hinh co manh ma ko hieu y nhau thi cx nhu bo,2.0
Tuy 40 tuổi nhưng nhìn vào khả năng rê bóng vào phút 5p20s cx có thể thấy đc đẳng cấp của Ronaldo,1.0
Thứ yếu nhất của anh là hlv,2.0
Pháp ảo như anh,1.0
Đá đúng đội hình ae yêu thích rồi đó  nhưng vận hành vẫn còn giấu bài ,0.0
Blv như cơm nguội vậy,2.0
Kai đá vẫn gỗ,2.0
VINH QUANG CHO UKRAINE. 🇺🇦🇺🇦🇺🇦,1.0
Một người nỗ lực chiến đấu 99% thì lại bị loại còn một người đá bẩn mắt người xem được phút ăn may lại thành siêu phẩm . Không biết có dùng ma thuật đen tối nào không nữa.,2.0
"nghiệp chướng anh ku quá nặng ,anh ku nên hiến cho thầy wang hết phần tài sản còn lại ,cùng vợ con dọn ra 1  cái chòi ở phước báu sẽ đến trở lại",2.0
"TBN hoặc Đức sẽ vô địch,Anh với Pháp vớ phải 2 ông HLV bảo thủ lại kém chuyên môn sớm bị loại ở tứ kết.",0.0
Woldcup cũng be mở tỉ số đầu tiên cho tuyển anh kiểu tương tự,0.0
Toàn vích ,0.0
a7 dù không ghi bàn nhưng anh đã cố gắng rồi,1.0
Ủa tưởng cdv ra chiến trường hết r vẫn đông thế,0.0
Ông nào bl vậy,0.0
Thủ môn quá Đỉnh...,1.0
Chúc mừng ông cháu Guler!,1.0
Quá hay,1.0
K0 biết hlv đọi tuyển ANH có xem trận này học hỏi ko nữa đưa TELEMan vào kiểm soát tuyến giữa đưa manooi vào thay anorl khác liền thôi ,1.0
Giống bán độ quá,0.0
Tuyển Anh hay nhưng hlv ko đủ tầm để dẫn dắt. Đá mãi cũng chỉ nv thôi,2.0
BLV chán vãi ra nói toàn cái gì k,2.0
ko đuổi gấp cha bình luận viên phế thải này đi ?,2.0
2 anh BLV nhiệt quá,1.0
"Arnold toàn đứng sai vị trí khiến nhịp bóng chậm ( 2/3 sân ) . Cửa Nam đúng chỉ biết copy paste , đến Klop chỉ dùng Arnold CM khi chuyển đổi trạng thái ( 1-2 trận CDM nhưng k hiệu quả ) . Thà Kyle Walker đá CB , Arnold đá RB để J.Stones đá CDM còn hiệu quả hơn . Chứ K.Walker chồng biên xong rồi tuyến 2 không thấy Arnold đâu thì chơi bóng 2 kiểu gì ?",0.0
"Vậy là chúng ta chỉ chờ xem trong trận chung kết Hà Lan sẽ gặp đội nào trong 4 đội Đức , Tây Ban Nha, Pháp, và Bồ Đào Nha. ",0.0
Mới xong trận có liền thế,0.0
nếu xét tổng thể thì mọi trận đấu của euro năm nay rất đáng xem vì sự cạnh tranh giữa những quốc gia đều là châu âu nên lối đá luôn có sự giao thoa rất chất lượng nên các đội bóng nhỏ đều có khả năng giành chiến thắng chứ không còn cái lối đá tù túng hoàn toàn như xưa mà có thể thấy các cầu thủ dù bình thường nhưng có những pha xử lí rất tinh tế và gọn gàng nhưng cũng rất hiệu quả chỉ là không thể so tổng thể vs các siêu sao thôi nhưng bù lại nếu lối chs đủ đoàn kết và chắt chiu được nhưng cơ hội thì hoàn toàn có thể hòa hoặc thậm trí thắng nếu mấy đội tuyển mạnh đá hơi vô duyên vs khung thành nhưng nếu xét về đường dài thì hầu hết chỉ có các đội tuyển mạnh sẽ đi tiếp nên hãy tận dụng thời điểm này để xem được những trận đấu đầy màu sắc và khát khao của cả vđv cũng như cđv trên toàn châu âu.Quá cháy,0.0
Sao không có đoạn cuối vậy mọi người?,0.0
Đội mạnh quá. Mạnh ai nấy đá,2.0
Bóng đá ntn thì mất đi cai hay. Liệt vị nó cũng ảo ma vãi,2.0
"Tui thấy trận banh này bình thường mà các bác, theo Albani cũng nhiều, chứ có theo Croatia hết đâu mà các bác nói nhảy cầu lắm thế ,cả xóm tui đi Albani nè,.",0.0
Giả vờ cãi nhau để khiến đội bạn mấy tập trung => đá phản lưới nhà,2.0
hay,1.0
Scotland cần 3đ. Hiệu số âm cao. Lại đi đá sơ đồ 5 hậu vệ. Định thủ hòa à?,0.0
"Quá cảm xúc, tuyệt vời đội tuyển của tôi, tuy khó khăn và hy vọng mong manh nhưng vẫn mong Ý sẽ bảo vệ đc chức vô địch ",1.0
Qua thời vàng coroatia r,2.0
Hoi xưa tắc kè Bông.. là đá đội nào cũng thắng.... bây giờ thì nhớ phạm loi .......,2.0
"Liu Men từ bình luận viên bóng đá lậu , giờ phát triển vch",1.0
Vào rất đẹp,1.0
Blv k hay chút nào,2.0
cu em định trượt cỏ đồng đội ngăn cản.. cay gì đâu,0.0
Croatia chuyen bị đối thủ hạ phút cuối của bù giờ ko,0.0
Trộng tài đội georgia thì ko phạt còn đội bồ đào nha thì phạt trộng tài bị mua truột,2.0
siuuuuuuuuuuu,1.0
"Mỗi đội có 1 bàn cho nó hào hứng, phun phí cơ hội quá",0.0
BLV nghe rất chán,2.0
 Ronaldo : 0 quả bóng vàng,2.0
Thời degea cụg bị nó mà loại,0.0
 Soạn DK30 gửi 1331 hoặc truy cập ,0.0
Năm nay nhiều đội lạ hoắc :)) xem uero bao năm giờ mới nghe tên,0.0
Lên cầu rẽ phải,0.0
"- Năm 2012 : Trọng tài Pedro Proença (quốc tịch Bồ Đào Nha), sau đó trận chung kết Euro năm 2016, đội tuyển Bồ Đào Nha góp mặt.",0.0
quiqjqjqjqhaujahahqhqhhajqjqjhqhqhqhhhquqhhqhqhqukkqjjqjqkqkjqkqkqkqjqkkqkkqkjqjjqjqjqjjqjqjqhjqjqhhhajhajqhqhhqhqhqjaijqhqjqiqjquhqhqhqu,0.0
Trent đá như chú hề…mầm móng tai hoạ là đây,2.0
Áo Ý k in hình cúp trước ngực áo nhỉ,0.0
me fan griezman,0.0
Kkk. Tôi bắt tỉ số 5-1.,0.0
XEM MIỄN PHÍ EURO 2024 TRÊN TV360! Cập nhật lịch thi đấu mới nhất và đón xem trực tiếp toàn bộ các trận đấu Vòng chung kết Euro 2024 tại http://s.viettel.vn/tv360_yt (miễn phí lưu lượng data Viettel).,0.0
Chắc khuya rồi nên blv mệt,2.0
Doku xứng đáng có bàn thắng,1.0
"Chịu anh ku, vừa đen vừa gỗ",2.0
100 like mai cạo trọc cổ vũ Bồ,0.0
Đội Pháp may mắn thoát thua vì được tổ trọng tài hậu thuẫn. trận này pháp kiếm được 1 điểm hoàn toàn không xứng đáng.,0.0
Cảm ơn thủ thành của Bồ Đào Nha,1.0
2 BLV rất tệ và nên luyện vocie lại vs chuyên môn bình luận 1 trận đấu i :) đặc biệt cái ông la hét á pha nào cũng la và giọng nghe rất chói tai và ồn làm cho người xem cảm giác khó chịu :) ai cũng suy nghĩ like nha để 2 BLV thấy cải thiện,2.0
xem mấy thằng ở làng đá còn cuốn hơn,2.0
Anh Ăn Rùa Ăn May Vào Phút Bù Giờ Cuối Ko Thì Thua Rồi,0.0
tuyến giữa arnol đá nữa thì nát foden dưới kì vọng gordon đá đó vẫn cháy hơn serbia may mắn coi chừng Anh bữa nay k có 3đ,0.0
"trận này Pháp xui thôi chớ may mắn thì cũng 10-0  , ép sân tới 80% , hay hơn tuyển Anh nhiều , xem Pháp đá đở bùn ngủ ",0.0
Ma may thang va,0.0
Bịp,2.0
Kante kute còn đá ngon quá mà.,1.0
"Có lý gì ma co lý, maignan k voi toi, dumfries có can trở gi?",0.0
Anh gặp thụy Sĩ ,0.0
Quả chấn thương cuối trận kinh khủng quá nên bị cắt mất rồi,0.0
0:29 cờ ba que à,0.0
bình luận hay,1.0
Có antony là xài var Ngạn chơi z sao Hà Lan chơi lại :))),2.0
Kane mớm cho mainoo luôn thì xong r,0.0
Có 1 điểm đặc biệt là vòng 1 các bảng đấu mùa này hầu hết các bàn thắng là sút xa . Toàn là siêu phẩm,0.0
Nhà cái bảo 2 đội cùng vào vòng trong vậy là Ba Lan là đội đầu tiền về…,0.0
gặp đội yếu nhất vòng này thôi.,0.0
Trọng tài quá đỉnh vì chơi công bằng,1.0
Th số 19 ngu quá k thì 1-1 r,2.0
"A Ku xui tận mạng, ko tin đc luôn",2.0
Kai harvert chân gỗ thật sự :)),2.0
"Thằng Theo Hernandes công thủ cũng chắc ghê, nó cứu mấy quả ngon lành ghê",1.0
Xem tây đá hay còn thằng anh đá xem chán vãi,1.0
"Thế éo nào mà hlv Bỉ vẫn tin Lukaku nhỉ, đồng đội còn k muốn chuyền bóng cho Lukachim",2.0
"Tuyển Anh có giàn cầu thủ bậc nhất, HLV bậc thường thường. Người Anh thường cố tình không nhận ra tầm quan trọng của HLV. Thế nên, đội vô địch Ngoại hạng Anh thường là của ông chủ Nước ngoài, trong 15 năm trở lại đây. Như Chelsea, Mancity",1.0
Trận này hay hơn trận bồ vs chs nhìu,1.0
"Trận này blv trầm hẳn so với trận trước, tuy như này thì hơi chán nhưng đỡ hơn nhiều cha blv nào mà cứ chê cầu thủ, chê tới tấp, chê ko lối thoát, nghe bẩn hết cả tai. T xem VTV mà mấy cha blv bình luận nghe muốn đập mẹ tv luôn.",2.0
Trận đấu hay mà bình luận viên quá kém,2.0
dislike vì spoil tiêu đề,2.0
"Bruno ko chịu chuyền chạy chỗ thì chậm a7 xin bóng mấy lượt éo cho, con hàng mancity silva chuyền liên tục",2.0
Nhưng trận cầu làm cho ae nghĩ tới cây Cầu đã xuất hiện nhiều hơn,0.0
Saka đi banh vẫn dẻo như ở Arsenal,1.0
Đức năm nay đá quá hay,1.0
"Mới 1 trận. trận tiếp chắc chắc 100% Bỉ thắng. Lukaku sẽ lập hat trick. Mình nói vui thôi, ae đừng cá nhé ",0.0
Bán độ cả rồi.4 trận bọn nó bán hết 3 trận,0.0
"Tham gia chơi game, nhận ngay 1 tháng xem TV360 MIỄN PHÍ: https://snssdk1180.onelink.me/BAuo/1lclf5oi",0.0
Hungary hay,1.0
Fan Ý 10 năm,1.0
Xem thấy ức chế thằng Dembele quá cá nhân. Không thấy nó chuyền cho ai khi gần vòng cấm,2.0
Mấy ô bình luận chán vl,2.0
Bl này nghe được hơn quang huy à,1.0
đeo hiểu kiểu gi,0.0
2 đội gà mờ lót đường đá tệ coi đúng chán ,2.0
Bởi mới nói pháp cần MP3 để ghi bàn,2.0
Bip thât,2.0
"Ronaldo rất háo thắng, đó là điểm mạnh lúc trẻ cũng là điểm yếu lúc già. Có vẻ như cuối cùng a 7 đã chấp nhận mình già.",1.0
Má. Vậy mà tung hô Rangnick quá trời. Thua cả Thổ Nhĩ Kì.,0.0
Trận này toàn siêu phẩm,1.0
8:11 lão tướng hỏng ăn,2.0
Nghe đc hơi thở của Messi tại hà lội,0.0
Bih luận viên da bỏ  di,0.0
Siuuuu,1.0
Em ku bị các trọng tài soi rồi,0.0
Gruzia xứng đáng có điểm,1.0
"Mazer bồi quả nghiệp dư thật sự, nếu thành công có lẽ mọi chuyện đã thú vị hơn",2.0
Nhà cái giết con bạc rồi,2.0
Anh đá hay,1.0
Ku đen số quá nhọ ,0.0
Như này mới là đá bóng..coi mấy ông VN hay châu á đá muốn tắt tivi luôn ,0.0
Ronaldo siuuuuuu,1.0
Sabizer gánh Áo còng lưng,1.0
Pháp đá quá tôi  thắng toàn nhò vào cầu thủ đội bạn.,0.0
Kịch tính đến giây cuối cùng,1.0
Mấy đội mạnh đá chán quá....,2.0
Sao e thấy số 19 bên CH Czech đứng cản trở tầm nhìn của thủ môn bên Thổ nhĩ kỳ...gây cản trở k thuân tiện cho việc bắt bóng...có phải v ko mn...quay chậm tháy còn quay người ôm eo cản trở  thủ môn lun í...bữa cũng 1 pha đá phạt  nhu v...đối phương đứng che mất tầm nhìn của thủ môn bạn..nen k công nhận bàn thắng ó,0.0
Mình Fan Đức từ khi Euro 1996 tại Anh.,1.0
"Nghệ sĩ tấu hài e ku vẫn có kiến tạo chứ, chẳng qua là bị var thui.hj",0.0
